gene,samples_ge_min_count,retained
AL121929.1,0,False
AC010342.1,2,False
AP000290.1,0,False
ANKRD18DP,0,False
AC002367.1,0,False
AL442071.1,0,False
AC108161.1,0,False
AL365214.2,0,False
PLCL2-AS1,0,False
AC006037.1,0,False
GAPDHP32,0,False
ACTR3BP6,0,False
BX322234.1,30,True
NOTCH2P1,0,False
ZNF25-DT,0,False
RPL7AP51,0,False
CDY5P,0,False
CYP2D8P,6,False
LINC02542,28,True
AL033380.1,1,False
AL121787.1,0,False
RPL22P3,0,False
OR10G5P,0,False
AL390198.1,18,True
RPA2P2,0,False
AC018641.1,1,False
ADAM1B,0,False
RPS29P33,0,False
Z93930.2,23,True
AC008013.1,2,False
PPIAP62,0,False
AP000532.1,0,False
LINC01748,15,True
AC245028.1,0,False
UPF3AP1,0,False
TMEM185B,30,True
OR7H1P,0,False
ACTR3BP2,0,False
ADIPOQ-AS1,0,False
AL392088.1,0,False
AL606516.1,0,False
RBM22P3,0,False
LINC01035,0,False
AL139254.1,0,False
LINC01824,0,False
AC104308.1,0,False
AC138647.1,0,False
FTOP1,0,False
RPL26P27,0,False
LINC00323,1,False
LINC02549,0,False
RPSAP21,2,False
AL136380.1,0,False
AC243772.1,0,False
USF1P1,0,False
KRT8P27,0,False
TMEM167AP1,0,False
AC007463.1,0,False
IPMKP1,0,False
LINC01918,1,False
AC005588.1,0,False
UPK1A-AS1,0,False
AC004386.2,0,False
FAM138B,0,False
LINC00390,2,False
KIRREL1-IT1,5,False
AC087499.2,0,False
AC004994.1,0,False
AC074375.1,0,False
RPS7P10,0,False
AL049569.1,0,False
AP000289.1,0,False
MTND1P1,0,False
AL158055.1,6,False
AL022718.1,0,False
BTBD9-AS1,0,False
AP000552.1,0,False
AL445487.1,0,False
SETP15,0,False
OR7E33P,0,False
AC012512.1,0,False
GAPDHP73,0,False
AL359633.1,0,False
AC114814.1,0,False
MYL6P1,0,False
RPL7P22,0,False
AL357552.1,0,False
SSU72P1,0,False
AC016722.1,0,False
SCDP1,0,False
BX284613.1,0,False
AC018735.1,0,False
MTCL1P1,0,False
AGKP1,9,False
NPM1P49,0,False
TRAF6P1,0,False
AL590383.1,0,False
CYP4F26P,20,True
FTH1P20,0,False
AL445493.1,0,False
AL390962.1,0,False
LINC00606,0,False
AL450304.1,0,False
AL592429.2,0,False
SNORD57,0,False
AC003071.2,0,False
AC060234.1,0,False
MICC,9,False
AL132657.1,1,False
MTCYBP31,0,False
RPL39P40,0,False
AC092634.3,6,False
UBE2V1P5,0,False
AC006455.1,0,False
UBE2V1P10,0,False
AC004911.1,0,False
AL356421.2,0,False
AC245291.1,0,False
IFNWP9,0,False
AL450344.2,0,False
CT47A9,0,False
AL359979.1,0,False
PAPPA-AS2,3,False
AC092567.1,0,False
FTLP3,18,True
AL390067.1,0,False
OFD1P2Y,0,False
OR52M2P,0,False
RPL21P110,0,False
AL137001.1,0,False
LINC00343,0,False
AC083855.1,0,False
AC092155.1,1,False
AC005099.1,0,False
RBM17P1,0,False
NOP56P2,0,False
SHANK2-AS1,0,False
LINC00974,0,False
SLC9A3P3,0,False
UBE2V1P1,2,False
PPIAP28,0,False
AC006020.1,0,False
AL357793.1,0,False
AL391647.1,0,False
ACTG1P12,1,False
AL513314.1,0,False
AL121899.1,12,False
AP006216.1,0,False
RPL7P37,0,False
AL365356.1,0,False
PLCG1-AS1,11,False
AC019118.1,0,False
KIF4B,0,False
PSMD10P2,7,False
OR13Z1P,0,False
AC096732.1,0,False
RPL23AP30,0,False
AC021028.1,0,False
TRBV2,0,False
AC004973.1,0,False
CHMP1AP1,0,False
MTND4P10,0,False
AL020998.1,0,False
SSR1P2,0,False
HSPA9P1,0,False
AL136981.1,0,False
AL354977.1,0,False
BCAS2P3,0,False
AC005008.1,0,False
LINC01108,0,False
TEX41,25,True
LINC02679,0,False
IGBP1P1,0,False
AL606748.1,0,False
AC073311.1,0,False
AC020595.1,0,False
PWWP2AP1,0,False
CT47A12,0,False
LINC01535,14,False
ENTPD1-AS1,30,True
AC013470.2,1,False
NXNP1,0,False
AL441943.1,0,False
ANKRD20A10P,0,False
LENG8-AS1,28,True
AL034380.1,0,False
AL360181.1,0,False
MTND4P25,0,False
RPL15P14,0,False
MIR217HG,0,False
NPM1P4,0,False
SDCBPP1,0,False
AL161452.1,0,False
AL359458.1,0,False
AC073409.1,0,False
FGF12-AS3,0,False
FAM66C,19,True
LINC01709,0,False
AL589986.1,0,False
PTPRD-AS2,0,False
SNRPGP8,0,False
EEF1DP2,12,False
LINC00424,0,False
AL513175.1,0,False
AC109780.2,0,False
PABPC1L2B-AS1,2,False
TMEM256P2,0,False
RPL35AP30,0,False
AL138826.1,0,False
SNRPGP12,0,False
AL358972.1,0,False
LINC02554,0,False
HSBP1L1,30,True
AC005326.1,0,False
AL512599.1,0,False
SMCR5,0,False
FSIP2-AS2,1,False
AL360271.2,0,False
AF127936.1,2,False
CUTALP,30,True
AL451105.1,0,False
AL606760.1,23,True
VPS25P1,0,False
AC007365.1,0,False
AC079341.1,0,False
DISC1-IT1,0,False
DAB1-AS1,0,False
TAS2R46,10,False
LINC02668,0,False
SRRM5,2,False
AC010145.1,0,False
RPSAP33,0,False
FABP7P1,0,False
AC114501.1,0,False
GAPDHP54,2,False
AC000124.1,1,False
AP001136.1,0,False
AL021393.1,0,False
AL663109.1,0,False
AC073910.1,0,False
KRTAP3-4P,0,False
FAM30A,20,True
NAALADL2-AS2,0,False
AC244035.1,0,False
TBCAP1,0,False
AC117465.1,0,False
TLK1P1,0,False
PGAM4,0,False
AC110926.1,0,False
HNRNPA3P1,0,False
LINC02611,16,True
C13orf42,0,False
MTND1P20,0,False
AC005828.1,0,False
AL138749.1,0,False
CACTIN-AS1,0,False
OSTCP8,3,False
AL442647.1,0,False
ZNF451-AS1,0,False
AL359839.1,0,False
AC011893.1,0,False
MROH5,0,False
LINC00840,6,False
AC112198.1,0,False
AL117382.1,0,False
LINC01941,0,False
AL035407.1,0,False
AC005082.1,12,False
SLC6A6P1,0,False
MEIS1-AS3,0,False
AL592049.1,0,False
AL390036.1,3,False
SUGT1P1,0,False
AC006001.2,29,True
LINC01509,0,False
NPM1P11,0,False
AL591885.1,0,False
AC093655.1,0,False
MED15P3,0,False
AC092164.1,26,True
AC097059.1,0,False
AC018437.1,0,False
HMGB1P32,0,False
AC096582.1,0,False
MTND6P11,0,False
PAICSP3,0,False
AL158834.1,0,False
AL606753.1,0,False
EEF1GP3,0,False
LINC00348,0,False
PRPS1P1,0,False
AL109811.1,0,False
AC004112.1,0,False
AC010894.2,4,False
AL451105.2,0,False
RPSAP17,0,False
THORLNC,0,False
DUTP3,0,False
LINC02051,0,False
AC109638.1,0,False
AL390835.1,0,False
AC104463.2,0,False
SHROOM2P1,0,False
ATE1-AS1,9,False
AC244505.4,0,False
AC096637.1,0,False
LHFPL3-AS1,3,False
BX276092.2,2,False
AC135178.1,0,False
AC002472.1,0,False
CDY14P,0,False
AC005154.1,0,False
ZNF877P,0,False
AC092801.1,0,False
AL354733.1,0,False
GSTM3P2,0,False
H3F3AP5,0,False
AL035416.1,0,False
RPS29P10,0,False
E2F6P3,0,False
AC093787.1,0,False
ERVMER34-1,29,True
RPLP1P10,0,False
AL359541.1,0,False
Z97652.1,0,False
LINC01359,24,True
AL731577.1,0,False
AL451069.1,4,False
CHCHD2P1,0,False
LINC00354,0,False
AL353608.2,3,False
AC005040.1,0,False
TTTY4,0,False
HIST1H2BPS3,0,False
ISCA2P1,0,False
BSN-DT,0,False
AC068137.1,0,False
LINC01276,0,False
AC010086.1,0,False
AL365184.1,0,False
AL160004.1,0,False
LINC00454,0,False
IL1R1-AS1,0,False
PDZPH1P,0,False
AL451081.1,0,False
RPS14P4,0,False
CT47A11,0,False
GTF2IP2,0,False
NRBF2P2,0,False
LINC00161,0,False
CEP164P1,0,False
AC119428.1,0,False
AC062021.1,0,False
RBMY1J,0,False
IL9RP3,0,False
ALG1L5P,0,False
AL031847.1,0,False
AC098935.1,0,False
AC062022.1,0,False
LCEP4,0,False
RPS4XP2,0,False
OR6K5P,0,False
DANCR,30,True
AC093019.1,0,False
NCKAP5-AS2,8,False
AL023802.1,0,False
AC104306.2,0,False
AP000432.1,0,False
AL358075.1,0,False
MTCO1P21,0,False
PPIAP60,0,False
RAC1P6,0,False
AC078883.2,0,False
RHEBP2,12,False
AC073114.1,1,False
HAUS4P1,0,False
LINC00423,0,False
AL391845.1,0,False
AL450063.1,0,False
AL606490.2,0,False
RPL12P19,0,False
AL512638.1,0,False
COX6A1P2,28,True
HMGN1P24,0,False
MAGI2-AS2,0,False
LTA,3,False
ABHD17AP6,0,False
CENPCP1,0,False
LINC01692,0,False
AL035410.1,0,False
LINC01203,3,False
AC092017.1,0,False
AL157938.1,0,False
AL049758.1,1,False
AC025946.1,0,False
AC140479.1,0,False
AC145625.1,0,False
AC079352.1,0,False
LINC00658,0,False
AP000477.1,0,False
MTATP6P30,0,False
AC073325.2,0,False
HSPD1P14,0,False
NBPF2P,1,False
SNRPEP10,0,False
AC108032.1,0,False
AL136988.2,0,False
LINC01247,0,False
AL009174.1,22,True
FUNDC2P4,0,False
C17orf112,0,False
LINC02527,0,False
OR7E96P,1,False
AC007285.1,14,False
AC023141.4,0,False
AL583808.2,0,False
AC007036.1,0,False
IL6STP1,0,False
OR7E101P,0,False
AC007557.1,0,False
OR51A3P,0,False
SLC8A1-AS1,9,False
AL139237.1,0,False
RPS2P36,1,False
AC019130.1,0,False
AL445433.1,0,False
MTATP6P18,0,False
LINC00511,30,True
GTF2IP7,11,False
ITGB2-AS1,27,True
AC022483.1,0,False
AC003666.1,0,False
LINC01682,0,False
AL589765.1,0,False
AC012065.1,0,False
AC096677.3,0,False
AL512288.1,0,False
C14orf132,30,True
AC105446.1,2,False
FDX1P2,0,False
AC009961.2,0,False
RPL6P2,0,False
WDR46,30,True
BX510359.2,0,False
ANHX,0,False
LINC00629,0,False
AC079779.1,0,False
AL596276.1,0,False
RPL41P1,11,False
Z82205.1,0,False
Z98257.1,7,False
DPPA3P1,0,False
AL162584.1,0,False
CNN2P2,0,False
AC104170.1,0,False
FOCAD-AS1,0,False
AL353706.1,0,False
SDHDP2,0,False
AP000472.1,0,False
AL158166.1,0,False
AC107983.1,0,False
LINC02094,0,False
AC012441.1,0,False
AC005912.1,30,True
AC244021.1,13,False
L29074.1,0,False
RBMX2P5,0,False
AC012494.1,0,False
AL031767.1,0,False
AP000402.1,0,False
AL355990.1,0,False
AL512785.1,1,False
HMGB3P8,0,False
RPS28P7,0,False
AC073636.1,0,False
AC025822.1,0,False
OR2AS1P,0,False
PIGQP1,0,False
PARP1P1,0,False
AC104667.1,0,False
IGHD1-14,0,False
CRIP1P3,0,False
LMCD1-AS1,23,True
AC073210.1,0,False
LINC01630,4,False
HORMAD2-AS1,1,False
BTF3P13,0,False
AC009238.1,0,False
LINC02672,1,False
RPL12P44,0,False
ZNF717,30,True
AP002856.1,0,False
LBX1-AS1,7,False
AL139275.2,0,False
AC011742.1,0,False
AC093084.1,0,False
AL161788.1,0,False
AC241644.1,0,False
USP17L5,0,False
AL160286.1,1,False
LINC01153,0,False
IL21-AS1,1,False
AC069285.1,0,False
MTCO1P44,0,False
AL669970.2,0,False
PRR20D,0,False
OR2T7,0,False
AL022721.1,0,False
AL161725.1,0,False
AC068535.1,0,False
AC073621.1,4,False
DDX11L16,0,False
THEM7P,0,False
AC092755.1,0,False
AL139220.1,0,False
WDR11-AS1,1,False
STSP1,0,False
AL442638.1,0,False
Z98747.1,0,False
AF178030.1,0,False
AC011290.1,0,False
MYL6P3,0,False
AL590677.1,0,False
AC092641.1,0,False
AIMP1P2,0,False
PGCP1,0,False
AC013467.1,0,False
LINC01688,0,False
VN1R28P,0,False
HDGFP1,0,False
AC018511.1,0,False
AC007435.1,0,False
MGAT3-AS1,0,False
AC092535.1,10,False
TRGC2,19,True
AL023581.2,1,False
AC244453.1,0,False
MIR663AHG,17,True
IGHD4-23,0,False
AC009365.3,0,False
C6orf47-AS1,0,False
ST7-AS1,22,True
AL162724.1,0,False
CNN2P1,1,False
SUB1P1,0,False
RBMY2JP,0,False
PFN1P9,0,False
AL645937.2,0,False
RPL31P12,0,False
WARS2P1,0,False
AC079145.1,1,False
AL035551.1,0,False
PFN1P6,0,False
SPATA13-AS1,0,False
HCG15,8,False
AL355613.1,0,False
AL356276.1,0,False
AL157935.1,0,False
AL133346.1,0,False
AC092035.1,0,False
MTND1P14,0,False
AC017101.1,0,False
AL606534.1,0,False
WASH7P,30,True
CICP17,0,False
SPANXB1,2,False
AL583844.1,0,False
AL672291.1,0,False
TTC39DP,0,False
AL136456.1,0,False
AC011998.1,0,False
NBPF13P,0,False
SLAMF6P1,0,False
LINC00845,0,False
AC092042.1,0,False
TRIM60P13,0,False
FAM155A-IT1,0,False
AC000374.1,0,False
TRIM60P9Y,0,False
AC012063.1,29,True
AL158834.2,0,False
VDAC1P12,0,False
CDRT15P2,0,False
MIS18A-AS1,0,False
AL158827.1,0,False
SMIM2-AS1,20,True
HMGN2P22,0,False
LINC01985,0,False
YWHAZP7,0,False
HCG4B,0,False
ACTR3BP5,0,False
AL845331.1,0,False
AC072039.1,4,False
KLLN,28,True
AL162427.1,0,False
AC009963.1,0,False
RPL39P25,0,False
AC005358.1,0,False
MTND6P10,0,False
AL603839.1,0,False
AC110015.1,0,False
AL389889.1,0,False
RPL35AP12,0,False
MARK2P10,0,False
AL138799.1,0,False
HSFY3P,0,False
LINC01364,0,False
AC092170.1,0,False
AC009229.1,1,False
AC118345.1,0,False
AC016994.1,0,False
ELL2P1,1,False
AL035541.1,0,False
ARAFP3,0,False
KRT16P2,25,True
AL356489.1,0,False
SSXP9,0,False
AC239727.1,0,False
AC067942.1,2,False
AC073188.2,0,False
AP006285.1,0,False
AC010998.1,0,False
AC009502.1,2,False
AC140076.1,0,False
AL031985.2,0,False
AL445686.1,0,False
LINC02630,0,False
MTND4P15,0,False
AL139396.1,0,False
AF130417.1,0,False
AC005042.1,19,True
IGHJ1P,0,False
LINC00434,0,False
RPL23AP43,0,False
AL139280.1,0,False
THRAP3P1,0,False
LINC00307,0,False
RPL15P1,0,False
HAUS6P1,0,False
PARG,30,True
HNRNPKP2,0,False
MTND5P25,0,False
CEACAMP7,0,False
PPIAP88,0,False
NANOGP6,0,False
ARHGEF7-AS1,0,False
RAB28P3,0,False
RBM26-AS1,30,True
AL359644.1,1,False
LINC00866,0,False
AL354861.1,0,False
AC017074.1,4,False
AL512658.1,0,False
RPS24P7,0,False
AC018685.1,0,False
AC008060.2,0,False
SLC9B1P4,0,False
CDK8P2,0,False
AC254562.1,0,False
AC074085.1,0,False
TP73-AS1,30,True
AL121983.2,11,False
AL157832.1,0,False
DLG1-AS1,19,True
FTH1P16,3,False
PPIAP2,4,False
EIF4A2P2,2,False
AL353662.1,11,False
AC091705.1,0,False
AL133410.1,8,False
SALL1P1,0,False
HPN-AS1,0,False
AL031575.1,0,False
AC007386.1,1,False
EIF2AP4,0,False
AC079355.2,0,False
KIF9-AS1,29,True
AL391219.1,0,False
AC012501.1,0,False
RPL37P1,0,False
LINC01806,28,True
KRT8P20,0,False
RNF6P1,0,False
AC245884.1,0,False
AMYP1,0,False
ZMYM4-AS1,0,False
ACNATP,0,False
STK33P1,0,False
AL022238.1,0,False
AL929472.1,0,False
AC114402.2,0,False
PCGEM1,0,False
LINC01724,0,False
OR10U1P,0,False
MRPS21P2,0,False
VN1R33P,0,False
Z93019.1,0,False
AC019185.1,0,False
CSE1L-AS1,0,False
AC053503.1,0,False
AC090018.1,0,False
RNF19BPX,0,False
FCF1P1,0,False
RPS8P4,0,False
AP001471.1,0,False
TTTY17B,0,False
ATP5MC1P4,0,False
AL137022.1,0,False
AC007322.1,0,False
OR10R1P,0,False
XGY1,0,False
FGF7P6,28,True
HNRNPA1P63,0,False
MTND4P30,0,False
AL450345.1,0,False
LINC00310,17,True
AC079612.2,0,False
PSME2P6,0,False
AL390838.1,0,False
GPN3P1,0,False
AL590783.1,0,False
LINC01537,3,False
AC073415.1,0,False
AKR1B15,29,True
TSSK5P,0,False
RPL6P24,0,False
AL355300.1,0,False
STK4-AS1,12,False
AC124861.1,0,False
CCDC148-AS1,0,False
AC008080.2,0,False
AL157702.2,3,False
CR559946.1,0,False
AL162400.1,0,False
AL050309.1,29,True
NCAM1-AS1,0,False
GAGE12D,0,False
AC006458.1,0,False
CCNJP1,0,False
AL138921.1,0,False
AC239367.1,0,False
USP9YP14,0,False
AC004771.1,0,False
AC099066.2,19,True
PABPC1P6,0,False
AC018359.1,0,False
AC092647.2,0,False
SCAMP4,30,True
LINC01268,3,False
AC016925.1,0,False
LTB,26,True
LINC01624,0,False
LINC01839,1,False
LINC01442,0,False
AC005297.1,0,False
AL592301.1,0,False
AC114755.1,0,False
AC107890.1,0,False
C1DP4,0,False
AL160163.1,0,False
LINC01483,0,False
AL928970.1,0,False
AL008719.1,0,False
AL390840.1,0,False
RPS20P15,0,False
RPL7P6,0,False
AC096540.1,0,False
DIAPH3-AS1,0,False
AL162414.1,0,False
AC002542.1,0,False
SLC2A1-AS1,27,True
Z83841.1,0,False
AL357315.1,0,False
SOCS5P4,14,False
AL139281.1,0,False
HNRNPFP1,0,False
AC016394.1,28,True
SFR1P1,4,False
AC092614.1,7,False
SPAG5-AS1,0,False
AC018647.1,5,False
AC006455.2,0,False
OR4A2P,0,False
AC116035.1,0,False
TRBV7-5,0,False
USP17L12,0,False
AL590422.1,0,False
MIR4290HG,0,False
AC096531.1,0,False
MTND3P9,0,False
RPS15AP30,3,False
AC074257.1,0,False
RNF11P2,0,False
LINC00376,0,False
SNX18P26,2,False
AC004986.1,0,False
AC112229.2,0,False
RPS3AP53,0,False
AL136114.1,1,False
AL121877.1,0,False
ADGRF5P1,11,False
RPS3AP37,1,False
MTND4P5,0,False
AL360013.1,0,False
RPS26P39,0,False
CNTN4-AS2,0,False
AL136528.1,0,False
ATP5MC1P5,0,False
HSD11B1-AS1,6,False
PIGFP3,0,False
PHBP16,0,False
WASF1P1,0,False
Z94721.1,0,False
AL031676.1,0,False
AL031779.1,0,False
TOMM22P3,0,False
AC005392.1,0,False
SUMO2P2,0,False
TMEM183AP1,0,False
FRMPD3-AS1,0,False
LINC01074,0,False
QRSL1P2,0,False
AP001324.1,30,True
AC063976.3,0,False
CERS6-AS1,1,False
AL391056.1,9,False
ALG1L8P,0,False
PHBP11,5,False
AC010881.1,0,False
SNRPEP3,0,False
AL359510.1,0,False
AL080276.2,30,True
SLC25A15P1,0,False
LINC01132,25,True
AC018804.1,1,False
RBMY2YP,0,False
LINC01714,0,False
USP9YP21,0,False
HNRNPA1P14,0,False
SOX21-AS1,28,True
HIGD1AP11,0,False
RPL7P54,0,False
STEAP2-AS1,1,False
MTND6P32,0,False
ISCA1P6,0,False
SERPINA7P1,0,False
AC005160.1,0,False
CLYBL-AS2,0,False
UST-AS1,0,False
MTCO3P18,0,False
RPL7P2,0,False
CYCSP24,1,False
AL392003.1,0,False
AL390728.4,30,True
AL162734.1,0,False
LINC00355,3,False
LINC01068,3,False
AL355581.1,0,False
AL133173.1,0,False
AC108051.1,0,False
AL033504.1,4,False
ATP5F1AP2,0,False
AL358394.1,0,False
CROCCP4,1,False
LINC02088,0,False
AL713965.1,0,False
HNRNPA3P2,0,False
SRP68P2,0,False
MED28P3,0,False
GSTM3P1,0,False
RPL23AP74,0,False
DNMBP-AS1,1,False
AP001619.1,0,False
AC239809.2,0,False
LINC00111,0,False
AL354892.1,0,False
AL391097.2,0,False
AL713998.1,0,False
SDAD1P3,0,False
LINC01850,0,False
AC091607.1,0,False
AC245517.2,0,False
AL451054.1,0,False
AL359915.1,1,False
AC092159.1,0,False
MTND6P18,0,False
AP000459.1,0,False
AC138749.1,3,False
AC016730.1,0,False
AC006042.1,0,False
RPSAP64,0,False
AL022100.1,8,False
AL596188.1,0,False
GCOM2,1,False
AP001271.1,0,False
AL356583.1,0,False
RD3L,0,False
MTND6P5,0,False
AC239809.3,24,True
AL590378.1,0,False
CYCSP5,0,False
MTCO3P16,0,False
OR8B1P,0,False
AC092646.1,0,False
AL513329.1,2,False
AL121987.2,4,False
CALR4P,0,False
AC004875.1,0,False
LINC01940,0,False
AC098826.2,1,False
AC096631.2,0,False
AL138916.1,3,False
RCC2-AS1,0,False
AC023194.1,0,False
AP000344.1,0,False
AP000282.1,0,False
AL645939.2,0,False
VTI1BP4,0,False
AC135001.1,0,False
GUSBP8,0,False
LINC01693,0,False
MYL12BP2,0,False
AL671277.1,0,False
AC072062.1,0,False
RPL7P12,0,False
ASH1L-IT1,0,False
AL031282.1,0,False
AKR1D1P1,0,False
AL031736.1,6,False
AC234779.1,0,False
AC002553.1,7,False
ZNF965P,0,False
AC092013.1,0,False
MTCO3P43,0,False
MTCYBP7,0,False
SPECC1P1,0,False
AC007365.2,0,False
MTND4LP9,0,False
AC012358.2,3,False
IGHD4-17,0,False
DNAJB3,0,False
AL158198.1,0,False
RPL21P90,0,False
OR5W1P,0,False
AL355674.1,0,False
INKA2-AS1,16,True
Z82190.1,0,False
MRPS17P9,0,False
AL359265.1,0,False
ARHGAP42P1,0,False
AL590408.1,0,False
AC122136.1,0,False
SLC9A7P1,15,True
AC138969.2,23,True
TRIM60P3Y,0,False
ST13P21,0,False
AP003385.1,0,False
CARM1P1,1,False
AC008850.1,1,False
TRIM60P11Y,0,False
AL121885.2,0,False
KRTAP8-3P,0,False
MTND5P31,0,False
AC093166.1,0,False
AL627223.1,0,False
UGT1A11P,0,False
AC010099.2,0,False
SUCLA2-AS1,0,False
SEPT2P1,0,False
AC021035.1,0,False
RPS29P17,0,False
AL590135.1,0,False
DPY19L2P3,2,False
AL358075.2,0,False
MTND5P18,0,False
HNRNPA1P31,0,False
AC002383.1,0,False
ARL5AP1,0,False
ELOCP11,0,False
TEX46,0,False
USP9YP12,0,False
Z93242.2,0,False
GRAMD4P1,0,False
RPL23AP89,0,False
MRLN,14,False
AC114760.1,0,False
PSPC1P1,11,False
AL050402.1,0,False
ASS1P5,0,False
THAP12P6,0,False
ATP6V0E1P4,0,False
AL590652.1,27,True
RPS26P13,0,False
FAM66A,3,False
PSMA2P3,0,False
OR5P4P,0,False
LINC00352,0,False
AL731569.1,14,False
AC062032.1,0,False
MED6P1,0,False
SNAP25-AS1,1,False
AL158837.1,0,False
AC016596.1,2,False
AC092634.4,3,False
LINC02344,2,False
AL441943.2,0,False
KRT8P44,0,False
AL136979.1,0,False
ELOCP16,0,False
AL449043.1,0,False
AL353997.1,0,False
AL353597.1,0,False
SPTLC1P5,0,False
AC006455.3,0,False
RBPJP6,0,False
LINC01655,0,False
MACROD2-IT1,0,False
SRGAP3-AS3,0,False
AC003087.1,0,False
SELENOOLP,1,False
AL357874.1,0,False
AL732414.1,0,False
AL390243.1,0,False
MTND2P30,0,False
AC104695.1,0,False
RPL3P2,0,False
LINC01696,0,False
UQCRBP2,0,False
FRMD8P1,0,False
AL590006.1,0,False
AC007383.2,29,True
LINC01738,0,False
AC003989.1,0,False
CYCSP46,0,False
AL590128.1,0,False
RPL18AP17,0,False
LINC01341,10,False
TARID,1,False
AL390778.1,0,False
AL451042.2,23,True
AL138799.2,0,False
AL391994.1,0,False
RBM15-AS1,0,False
LINC01429,7,False
AC098592.2,0,False
BUB3P1,0,False
NPM1P22,0,False
NR1H5P,0,False
AC078809.1,0,False
THAP12P3,0,False
PIN4P1,0,False
AC002127.1,0,False
AC012668.1,0,False
RPL7P30,0,False
BRK1P2,0,False
TRIM60P18,0,False
AC092675.2,0,False
TDGF1P1,0,False
AC108463.1,0,False
AL035417.1,0,False
RAB11AP1,0,False
MTND5P1,0,False
RPL7AP65,0,False
DHX9P1,0,False
MYCLP2,0,False
AC020743.1,0,False
AC011933.1,0,False
AC105935.1,0,False
AC073343.2,2,False
IL6R-AS1,3,False
ZNF680P1,0,False
AC074338.1,0,False
RAPGEF4-AS1,2,False
AC006480.1,0,False
HNRNPA1P46,1,False
AL158835.1,0,False
HCG20,0,False
CYP1D1P,0,False
AL136369.1,0,False
AC069257.1,0,False
AC019084.1,0,False
AC078842.1,0,False
AC010967.1,0,False
HMGN2P21,0,False
NGF-AS1,3,False
HSPD1P9,3,False
AL139246.3,0,False
VN1R51P,0,False
AC253536.2,0,False
AL390729.1,0,False
AL031313.1,0,False
AL512882.1,0,False
AC114763.1,11,False
AL160408.1,1,False
DNAJA1P6,0,False
MTCO3P40,0,False
AL355314.2,0,False
POLR2J2,25,True
TOP3BP1,0,False
AL512504.2,0,False
AL158823.1,0,False
RANP5,0,False
FAM245A,0,False
CFL1P3,0,False
SEC63P1,0,False
LINC01736,0,False
PABPC4-AS1,0,False
AC131571.1,4,False
LYPLAL1-DT,7,False
AC023469.2,0,False
LINC01515,28,True
LINC01740,0,False
MTCO3P29,0,False
RPL7P47,0,False
AL139008.2,0,False
AC133106.1,0,False
UBBP5,0,False
BOD1L2,0,False
AL591719.1,0,False
HLA-U,0,False
AC012368.2,3,False
AC092810.2,0,False
Z86062.2,0,False
IFNA14,0,False
AC118553.1,8,False
AC009296.1,0,False
AL589990.1,0,False
PNKDP1,0,False
COX6CP15,0,False
AL354692.1,0,False
MTATP6P11,1,False
AC110620.1,0,False
LINC01820,0,False
LINC01757,0,False
AL392172.1,30,True
AP000692.1,6,False
AC092839.1,0,False
MELTF-AS1,12,False
ST13P19,1,False
TPT1P2,0,False
AC112220.1,0,False
AC003991.1,1,False
AL161725.2,0,False
MYL6P5,0,False
AP001631.1,0,False
PHBP3,0,False
MTND1P17,0,False
AL162726.2,0,False
AL096678.1,0,False
AKIRIN1P2,0,False
FALEC,7,False
LINC01649,0,False
IGHD6-6,0,False
AL360221.1,0,False
AC099684.1,0,False
UBE2V1P14,0,False
LINC01494,0,False
AL773545.1,0,False
AP001469.2,0,False
LINC01402,0,False
AL031283.1,0,False
AC105339.1,0,False
AL354861.2,0,False
AL512649.1,0,False
AC078927.1,2,False
CASP16P,1,False
RPL3P1,0,False
AL357140.2,0,False
AC004941.1,0,False
AL161793.1,0,False
AC092436.1,0,False
AL133343.1,0,False
AC007952.2,2,False
TLE1P1,2,False
LINC01674,0,False
AL158069.1,0,False
AC245452.3,0,False
AC097713.1,1,False
AL158147.1,0,False
MTND1P11,1,False
AL353072.1,0,False
HNRNPA1P21,11,False
PPIAP19,0,False
AL031963.1,1,False
AC121251.1,0,False
AL020996.1,19,True
AC091770.1,0,False
AL162385.1,0,False
GEMIN8P4,17,True
AC092265.1,0,False
AL590365.1,0,False
MTND2P25,0,False
SNX19P1,0,False
AC093433.1,0,False
AL592486.1,0,False
RPL23AP16,0,False
AL512326.2,0,False
AL512353.1,25,True
ELOCP14,0,False
Z83846.1,0,False
RPL5P27,0,False
PTPN2P1,0,False
OR2M3,0,False
AL022341.1,0,False
RNF144A-AS1,15,True
AC004830.1,0,False
AC131235.1,0,False
AC016717.1,0,False
AC007967.2,0,False
C1orf143,0,False
AC073091.1,0,False
AL121916.1,0,False
HYAL6P,0,False
OFD1P17,0,False
NLGN1-AS1,0,False
AL359081.2,0,False
AL355607.1,4,False
PNRC2P1,0,False
ATF4P3,0,False
NPM1P30,0,False
LINC00578,23,True
AC073050.1,0,False
HCG11,30,True
NACA4P,0,False
AC016908.1,0,False
AC012070.1,0,False
AC243961.1,0,False
AL589946.1,0,False
GAPDHP1,1,False
GLRXP1,0,False
AP001476.3,0,False
TXNP5,0,False
EFCAB14-AS1,0,False
AL096803.1,0,False
AL138900.1,0,False
TTTY17A,0,False
MOB1AP1,0,False
AC093495.1,12,False
UBBP2,0,False
NUTF2P3,0,False
AC012442.1,0,False
COL6A4P2,3,False
MT-ATP8,30,True
AC096639.1,0,False
